State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
27,23,2021,5,6,715,2,3,0,2,4,1,3,0,1,0,76,23,1,2,0,2
28,23,2021,0,6,599,1,3,5,7,5,3,1,3,0,0,81,58,1,0,0,3
7,23,2018,5,5,158,0,1,1,1,1,2,2,0,2,0,98,52,1,0,1,2
5,23,2023,9,4,142,0,2,2,3,3,3,2,2,1,3,65,52,1,0,1,3
23,23,2019,1,6,134,0,2,4,0,3,3,3,3,0,0,108,33,0,1,1,1
29,10,2022,10,6,989,2,3,6,8,5,3,3,2,3,3,112,24,1,1,0,1
27,23,2022,0,3,566,0,2,3,0,3,0,3,0,3,3,118,25,0,1,1,3
20,23,2023,3,4,958,2,1,1,9,5,0,1,1,0,1,81,46,1,0,1,1
14,23,2019,4,1,421,1,4,4,6,2,4,2,3,3,1,91,50,0,2,0,0
11,23,2022,10,5,14,2,3,1,0,1,3,2,1,3,2,95,29,1,1,0,2
10,23,2019,8,5,770,0,1,2,0,1,3,1,0,2,1,37,67,0,0,0,0
6,18,2018,3,5,358,2,2,1,3,3,3,2,1,2,1,81,69,0,1,0,2
13,12,2018,7,0,342,0,4,1,2,2,0,1,0,2,2,89,57,0,1,0,2
13,12,2019,1,5,1010,2,2,6,3,5,0,0,0,3,0,76,47,1,1,1,2
15,23,2022,6,1,590,1,4,2,7,3,1,2,1,3,1,32,69,1,0,1,0
17,23,2021,9,4,530,0,5,1,6,1,1,3,3,0,1,104,38,1,1,1,2
8,20,2019,10,0,64,2,3,4,4,0,3,1,1,2,1,107,23,0,1,1,3
24,6,2018,10,2,957,1,1,1,9,2,3,2,3,3,2,79,64,1,0,0,2
26,11,2021,0,4,1013,1,2,0,1,5,0,0,2,3,0,84,30,1,1,1,2
13,14,2018,0,2,1083,0,3,2,0,3,2,2,1,0,3,98,54,0,1,0,3
1,23,2021,4,0,881,2,3,5,1,4,1,1,1,0,0,51,21,0,0,0,2
30,23,2023,3,2,190,1,2,4,9,4,4,3,3,3,3,66,65,1,2,0,1
23,23,2018,6,2,939,1,1,5,8,1,3,0,2,3,1,74,49,1,2,0,0
5,23,2019,10,5,362,0,5,3,0,1,0,0,0,2,1,33,37,1,1,0,2
25,23,2023,1,3,1113,2,4,2,0,1,4,1,3,3,2,59,23,1,0,1,2
4,23,2022,2,2,458,2,4,0,7,2,0,2,1,2,0,64,67,1,0,0,3
6,5,2023,3,5,84,0,5,6,7,2,3,2,0,1,1,62,25,1,1,1,0
31,19,2021,10,3,933,1,1,6,7,4,2,0,3,2,1,51,54,1,1,1,2
5,23,2018,1,4,1142,1,4,0,9,3,0,1,1,0,1,40,36,1,2,0,0
30,23,2018,1,2,602,1,4,4,1,4,2,3,1,1,0,44,53,0,0,0,2
16,17,2021,8,2,561,0,5,0,9,4,4,2,1,0,1,85,21,1,0,1,2
17,23,2022,3,6,934,0,3,2,10,3,1,0,2,2,2,114,18,0,2,0,2
7,23,2020,7,4,378,0,2,6,3,1,1,1,1,3,0,81,42,0,0,1,1
9,23,2022,5,3,1018,1,3,6,9,2,2,1,2,3,3,33,46,1,0,1,1
29,8,2022,9,0,5,0,1,2,5,2,4,1,0,3,3,72,53,1,1,0,2
11,23,2020,7,4,1037,1,3,5,10,2,3,1,0,0,0,112,54,0,1,0,0
2,23,2020,7,4,1131,0,4,6,9,3,4,3,2,3,3,38,58,1,1,1,2
20,23,2018,4,4,214,0,3,0,1,3,1,3,0,3,2,44,65,1,2,0,2
8,0,2022,9,6,1134,1,2,1,9,4,3,0,0,1,0,117,54,0,1,0,0
29,25,2023,5,4,718,1,3,6,4,5,3,2,3,2,2,44,24,1,2,1,3
14,23,2021,4,4,39,0,1,5,1,4,0,1,2,2,3,106,41,0,2,1,0
11,23,2020,8,3,1113,2,3,3,3,1,4,2,3,0,0,94,70,0,2,0,0
16,15,2023,1,5,993,1,1,5,1,2,0,0,3,0,0,46,29,1,1,1,0
29,8,2018,5,5,767,0,3,4,0,0,4,0,1,0,1,53,55,1,1,1,3
23,23,2019,11,3,430,1,1,3,3,4,4,1,0,1,3,36,51,0,0,1,2
24,7,2020,8,0,976,0,5,5,6,1,1,2,0,0,3,113,58,0,2,0,3
8,20,2021,10,3,768,1,5,0,8,1,2,2,2,3,0,66,60,0,1,1,1
19,23,2020,9,2,457,1,3,1,10,2,1,1,2,0,1,89,49,0,0,0,0
14,23,2019,2,5,1170,0,2,3,4,1,2,1,2,0,2,63,59,1,2,0,3
29,8,2018,7,2,1198,0,1,3,7,5,0,2,2,2,2,81,39,1,0,0,3
21,23,2019,3,6,700,0,1,0,2,3,2,0,0,2,3,37,64,0,1,1,0
30,23,2020,2,0,691,0,3,1,6,0,0,3,0,0,2,39,54,1,2,0,1
16,13,2021,4,3,66,2,2,2,4,4,1,2,1,3,1,72,24,0,1,1,2
15,23,2021,1,3,1074,0,4,6,4,2,3,2,2,1,3,54,28,1,2,1,2
20,23,2023,2,2,239,1,4,2,1,5,4,3,0,3,2,95,18,1,0,0,1
7,23,2020,4,1,557,1,2,0,9,1,4,3,2,2,0,114,22,0,0,0,1
11,23,2020,8,0,169,2,5,1,6,0,3,3,1,0,0,112,34,0,2,0,3
14,23,2020,3,6,209,1,2,1,3,0,3,1,2,3,1,57,29,0,2,0,0
13,12,2018,4,6,1067,1,5,3,9,0,1,3,3,1,2,100,45,1,2,1,1
6,16,2020,5,2,1224,0,3,5,1,2,3,1,2,1,1,87,57,0,1,0,2
23,23,2022,9,1,537,0,3,5,3,0,4,3,2,1,2,32,48,1,1,1,0
28,23,2023,8,2,1044,0,5,3,7,2,0,2,1,0,2,81,43,1,2,1,1
24,7,2019,10,2,317,2,2,1,8,3,2,3,1,0,1,39,68,0,2,0,2
29,8,2021,5,4,643,2,2,4,6,1,3,0,3,0,1,54,47,0,2,1,1
22,23,2020,1,4,297,1,1,6,6,5,0,2,2,3,1,41,58,1,0,0,2
24,7,2021,1,3,864,0,1,4,5,1,4,0,3,1,2,106,51,0,2,0,2
4,23,2019,7,0,236,2,4,6,1,4,4,3,3,0,1,39,53,1,0,0,3
2,23,2022,7,2,800,1,5,3,2,4,4,3,0,1,2,36,37,0,2,1,1
18,23,2022,1,3,978,0,5,3,1,5,1,2,1,0,3,103,65,0,0,1,3
29,10,2023,7,5,1128,2,1,2,6,2,3,1,1,3,2,80,41,0,2,0,1
29,10,2020,8,4,901,1,5,6,5,0,1,3,3,2,2,44,49,0,0,0,0
14,23,2020,6,4,191,0,4,4,2,1,4,2,3,3,1,63,24,0,2,1,1
27,23,2021,3,1,994,1,3,2,4,0,0,3,3,0,0,53,62,0,2,0,1
15,23,2020,1,6,552,0,4,0,5,4,0,3,3,0,2,60,29,0,0,1,1
10,23,2019,5,0,681,1,1,5,9,0,4,0,1,0,2,108,44,0,2,0,0
2,23,2019,6,0,606,2,4,5,0,4,1,0,0,3,1,36,25,1,0,0,1
18,23,2023,2,0,876,0,5,3,0,4,0,2,0,2,0,38,30,0,1,0,3
13,14,2023,5,3,608,0,2,6,1,4,1,2,1,1,0,48,56,1,2,1,1
8,20,2021,10,6,1206,0,2,5,2,3,3,3,0,0,0,102,68,1,1,0,0
6,5,2020,9,6,651,2,1,4,7,5,3,2,3,0,2,108,37,0,2,1,3
19,23,2021,3,1,547,2,5,0,7,3,1,0,3,2,2,33,56,1,2,0,1
26,11,2020,11,3,1013,0,4,6,1,3,3,3,0,3,0,75,30,1,1,0,3
11,23,2020,3,1,187,2,2,5,9,1,0,3,2,3,3,41,22,1,0,0,2
11,23,2023,6,3,822,0,3,0,5,1,1,0,2,0,3,70,56,1,2,1,0
6,5,2018,6,2,89,0,5,1,7,1,4,0,0,0,2,109,24,0,0,0,0
11,23,2020,9,4,889,2,5,0,7,2,3,2,2,0,2,82,55,1,2,1,3
6,5,2021,10,4,763,0,4,2,0,2,1,3,3,1,2,37,20,0,1,0,3
20,23,2019,4,6,91,0,3,5,1,5,4,1,2,0,3,51,26,0,0,1,3
27,23,2023,4,0,524,1,3,6,0,3,0,2,1,1,1,49,21,1,2,0,2
26,3,2020,3,6,777,0,5,1,2,0,3,2,1,2,3,53,40,1,2,1,3
4,23,2018,5,6,912,0,5,1,9,3,0,2,2,2,1,73,57,0,0,1,0
7,23,2021,10,0,1083,0,4,1,8,5,2,1,2,3,0,92,52,0,2,1,3
21,23,2022,7,0,415,0,3,2,5,1,2,2,0,1,0,51,56,0,2,1,0
20,23,2019,3,6,762,1,2,6,9,3,0,2,1,1,0,106,70,0,1,1,3
0,26,2018,10,4,119,0,4,3,3,3,1,2,2,0,1,34,43,1,1,1,2
8,20,2020,1,2,17,1,2,1,4,2,2,0,0,0,1,76,55,0,0,1,0
16,17,2021,2,6,1115,0,3,5,5,2,3,0,3,3,2,96,39,0,0,1,1
10,23,2020,7,6,34,0,3,3,6,3,1,0,0,0,3,109,58,1,1,1,2
9,23,2020,7,3,1158,2,4,1,5,2,4,1,1,2,3,106,44,0,1,1,1
3,23,2023,10,5,1219,0,1,6,1,4,2,2,0,2,1,50,24,1,2,1,3
11,23,2022,2,1,830,0,5,1,5,1,4,0,3,2,3,82,44,0,1,0,1
23,23,2021,1,3,945,0,3,0,8,5,2,1,2,2,3,112,19,0,0,1,2
14,23,2019,10,5,388,0,3,4,6,3,2,2,3,1,1,41,50,0,2,1,2
19,23,2021,5,1,570,0,1,6,3,1,3,2,3,1,1,110,48,0,0,1,2
7,23,2019,8,2,455,0,1,6,7,2,1,3,1,3,1,54,44,0,2,1,0
3,23,2023,3,6,875,2,1,0,9,5,0,1,1,0,3,118,24,0,2,1,3
0,26,2018,5,2,545,0,1,4,7,1,3,1,0,0,2,49,41,1,1,0,3
13,14,2020,1,2,1108,0,4,6,0,1,0,1,0,0,1,96,18,1,0,1,1
31,4,2021,7,0,71,0,2,1,10,1,4,1,3,0,3,81,19,1,2,0,2
5,23,2018,10,5,360,1,3,6,1,1,0,3,2,1,0,75,30,0,0,0,1
13,14,2019,4,6,1013,2,3,3,7,5,1,0,0,3,0,82,24,0,1,1,0
20,23,2018,1,6,428,2,3,4,3,3,4,3,0,3,2,63,68,0,2,0,0
11,23,2022,9,5,223,0,5,0,4,5,4,1,1,3,0,68,51,0,2,1,1
15,23,2020,3,5,544,0,3,5,2,4,3,3,3,0,0,41,70,0,2,1,2
18,23,2018,5,4,1027,1,1,0,2,1,2,2,3,2,2,114,59,0,1,1,1
22,23,2023,4,4,1200,0,5,6,9,4,3,3,0,2,0,76,26,1,2,0,0
26,2,2021,7,3,752,0,1,5,10,2,3,0,3,2,0,90,54,1,1,0,1
18,23,2022,2,4,1249,0,3,4,8,1,1,0,2,3,3,88,48,1,2,0,0
7,23,2022,10,4,235,2,5,2,8,5,3,2,2,2,0,113,45,0,2,0,2
6,18,2021,9,2,557,2,1,2,10,3,2,0,3,2,0,30,51,0,1,1,3
0,27,2020,10,0,1102,1,3,2,2,3,0,0,2,0,0,30,69,1,2,0,3
1,23,2018,2,6,177,1,2,3,9,3,3,1,2,1,2,49,54,0,0,0,2
6,18,2020,4,0,903,1,5,3,8,2,0,3,3,0,3,89,41,0,0,0,1
4,23,2023,7,0,1217,2,4,2,6,5,1,3,1,3,0,86,67,1,2,1,3
9,23,2020,7,6,500,1,4,4,6,3,3,3,2,3,1,106,44,0,0,0,2
0,27,2019,6,2,518,1,5,0,4,3,0,2,0,2,3,103,67,1,0,1,0
2,23,2020,11,5,116,0,3,4,0,2,1,2,2,3,1,103,41,0,1,1,0
11,23,2019,4,5,592,2,4,4,7,0,1,0,2,3,2,112,19,1,1,1,2
5,23,2020,4,0,1127,1,3,0,10,5,3,2,3,1,3,99,53,0,1,1,1
19,23,2020,9,5,611,0,3,6,6,2,3,1,2,0,2,116,36,1,2,1,0
16,15,2018,6,1,620,2,4,3,0,3,1,1,2,1,1,72,45,1,1,0,3
0,27,2020,10,1,670,2,3,5,6,5,2,3,3,2,3,118,27,0,2,1,3
4,23,2022,7,3,80,2,4,1,6,1,4,3,3,2,2,98,48,0,2,1,1
28,23,2022,5,1,256,2,4,0,9,1,1,0,3,3,0,119,60,1,0,0,0
27,23,2020,4,4,567,1,4,5,0,3,4,2,3,1,2,58,48,0,0,1,3
21,23,2022,9,4,1015,2,2,2,8,4,1,1,1,1,2,63,46,1,1,1,1
0,26,2018,1,4,1047,2,3,3,8,4,2,0,3,2,0,75,36,1,0,1,1
14,23,2020,11,0,252,0,1,2,2,4,3,3,2,1,1,46,51,1,0,1,1
5,23,2018,5,2,236,2,2,6,8,5,0,1,2,2,1,65,52,0,2,0,1
17,23,2018,8,2,236,2,3,0,5,1,1,1,0,0,0,109,23,1,1,0,2
30,23,2021,0,5,538,1,3,3,9,5,3,3,1,3,3,91,37,1,1,1,1
18,23,2020,1,6,950,1,5,5,8,3,3,3,1,1,0,97,59,0,0,0,3
17,23,2018,10,6,765,1,4,0,1,3,0,1,1,3,3,119,23,1,0,1,0
29,8,2018,2,3,703,2,1,0,10,0,4,2,1,0,2,89,42,0,0,1,0
21,23,2018,10,3,756,2,4,2,7,1,2,3,0,1,0,73,64,0,1,1,0
17,23,2023,3,6,927,0,4,4,7,3,0,3,0,2,1,117,65,0,2,0,1
4,23,2019,1,5,953,1,1,0,1,5,3,3,3,0,3,72,22,0,2,0,0
24,6,2020,10,1,177,0,3,6,7,0,2,0,2,3,2,58,61,0,1,1,2
30,23,2021,7,5,780,0,4,6,7,3,3,1,3,2,2,105,64,1,1,0,2
23,23,2018,11,1,71,1,5,3,2,5,4,2,3,3,3,108,39,1,0,1,0
28,23,2019,1,2,711,2,5,5,3,4,4,1,0,3,3,67,48,0,1,0,1
1,23,2020,8,0,1135,2,1,5,10,3,3,2,3,1,0,52,32,0,0,0,2
6,5,2020,8,5,437,2,4,1,4,0,4,1,3,2,1,36,24,0,1,1,2
27,23,2021,11,4,718,0,2,0,5,5,0,0,1,3,1,120,43,1,2,0,3
4,23,2020,7,6,1049,2,1,6,1,4,4,0,0,3,2,66,30,0,0,0,3
16,17,2018,5,3,607,2,4,2,3,3,4,2,0,2,2,63,39,1,0,1,0
12,23,2020,7,4,1092,2,5,4,6,3,0,1,1,1,0,118,68,0,0,0,2
25,23,2021,4,1,571,1,3,2,6,4,3,0,0,3,1,38,20,1,1,0,2
5,23,2023,9,5,587,0,5,1,1,4,1,3,2,0,1,113,66,0,1,0,0
20,23,2021,10,4,1074,2,3,6,7,4,2,0,2,3,3,40,53,0,1,0,3
14,23,2020,11,1,200,1,5,5,10,3,2,0,0,1,3,64,68,0,2,1,1
6,5,2020,9,3,1032,1,4,6,1,3,3,1,2,2,3,92,69,0,2,0,3
9,23,2018,8,6,574,1,2,2,0,0,3,2,0,0,0,58,45,1,0,1,3
1,23,2022,6,3,152,1,2,0,0,0,1,3,3,1,0,107,38,0,1,0,1
16,13,2020,8,6,610,2,3,2,5,2,0,1,3,2,0,68,55,1,1,1,1
31,19,2021,5,4,468,2,3,1,8,2,4,0,1,1,2,53,68,0,0,1,3
13,1,2020,7,0,380,0,5,4,9,3,0,2,3,2,1,46,27,0,0,1,1
21,23,2021,4,3,377,0,1,3,10,4,2,1,1,2,0,66,50,0,0,0,2
7,23,2018,9,1,761,2,3,4,7,0,2,3,2,0,2,47,65,0,2,0,0
12,23,2022,8,3,967,1,3,5,3,4,3,2,0,1,2,89,62,0,1,0,1
2,23,2022,5,3,607,1,3,1,4,5,3,1,2,2,1,113,18,1,1,1,2
31,4,2023,1,5,619,1,3,1,3,0,4,2,0,1,0,82,53,1,1,1,1
4,23,2021,5,3,907,1,1,2,6,1,4,2,0,2,3,63,27,1,1,1,2
1,23,2020,5,5,186,2,1,6,9,1,1,0,3,2,0,72,29,1,2,0,0
14,23,2023,6,2,782,1,3,1,2,2,2,1,3,2,3,65,52,1,0,0,3
19,23,2018,8,2,125,0,3,2,6,4,3,0,0,2,0,103,52,0,2,1,0
11,23,2019,8,3,412,2,2,6,7,4,1,3,2,1,0,108,45,0,1,0,0
5,23,2021,5,3,141,0,5,6,2,2,1,3,2,2,1,86,21,0,1,0,2
14,23,2019,7,6,84,0,4,5,10,2,3,0,1,1,3,52,63,0,0,1,0
11,23,2021,6,0,903,2,3,2,0,3,4,1,2,3,2,107,66,1,0,0,2
14,23,2023,9,6,701,2,5,5,7,3,3,2,2,1,0,93,25,1,1,1,3
9,23,2020,1,4,705,1,3,1,5,4,4,1,1,0,0,77,35,0,1,0,2
22,23,2022,4,2,366,1,1,3,3,3,0,1,0,2,2,75,38,1,1,0,1
21,23,2021,7,1,1214,1,2,3,8,0,1,3,0,2,0,82,57,1,0,1,0
31,19,2023,10,1,847,2,3,3,0,5,3,2,3,3,1,88,69,0,0,1,0
19,23,2021,6,2,785,0,5,0,9,0,2,2,1,2,1,96,62,1,0,1,3
20,23,2019,1,4,941,2,4,4,1,2,2,2,1,0,3,120,61,0,2,1,1
13,14,2020,3,0,791,1,5,2,1,3,1,3,3,1,1,45,66,0,0,0,3
6,18,2020,8,0,483,1,5,1,0,1,4,3,2,3,3,83,40,1,0,1,3
11,23,2023,1,5,596,1,5,5,9,0,0,3,0,0,2,35,27,1,0,0,1
13,14,2021,3,3,43,1,4,1,8,1,4,3,2,2,0,44,29,0,0,1,2
8,0,2019,11,2,1001,1,4,3,6,3,2,3,2,1,0,90,26,0,0,0,2
31,19,2018,11,0,479,2,4,0,8,0,3,1,1,0,1,60,49,1,2,1,1
3,23,2019,8,4,750,2,1,3,8,3,2,0,1,0,2,67,61,0,2,0,3
9,23,2018,6,1,1001,1,1,1,5,1,2,1,3,0,1,96,58,1,1,1,3
10,23,2018,2,6,955,0,1,2,10,5,4,2,2,1,2,47,63,1,0,1,3
27,23,2018,1,0,620,1,4,4,9,4,2,0,0,1,0,94,21,0,1,1,0
27,23,2023,6,3,186,0,3,0,2,5,0,2,3,1,2,54,23,0,0,1,2
0,21,2023,2,0,283,0,2,5,1,2,0,3,1,3,3,54,24,0,0,0,1
5,23,2023,4,1,472,2,1,2,7,0,2,1,0,1,0,111,33,1,2,1,0
0,27,2023,9,6,819,0,5,2,1,1,2,1,3,2,0,60,42,1,2,1,3
29,10,2019,5,3,1158,0,3,5,10,0,1,2,2,2,1,113,20,0,2,1,3
20,23,2019,2,1,426,1,5,3,2,5,0,0,2,3,1,68,69,1,1,1,3
22,23,2020,5,4,24,0,2,5,6,2,1,3,0,1,3,98,25,1,2,0,2
26,3,2018,1,4,185,2,5,4,8,2,3,0,3,1,2,60,58,0,0,0,1
16,15,2023,8,6,721,2,1,1,8,5,3,0,0,2,1,79,60,0,1,1,1
3,23,2020,10,6,996,0,1,3,9,5,2,2,1,0,3,50,47,0,1,0,2
16,17,2023,3,6,1154,1,5,1,2,4,0,3,3,1,1,119,69,0,1,0,2
24,7,2018,4,3,363,2,1,4,0,4,3,1,0,1,3,35,57,0,1,1,3
31,4,2023,9,5,1069,2,4,5,0,3,2,2,0,1,3,82,27,1,0,0,2
2,23,2018,5,1,369,1,3,4,9,3,2,3,2,1,0,118,70,0,2,1,2
12,23,2022,10,0,1207,2,5,0,5,2,4,0,1,3,3,49,54,1,1,0,1
5,23,2021,4,4,1105,2,5,1,3,2,2,1,3,1,0,66,35,0,2,1,1
17,23,2022,2,6,839,1,1,2,0,1,0,0,2,1,2,78,27,0,0,1,1
20,23,2021,9,4,1075,0,3,4,4,4,1,2,0,3,2,55,55,0,0,0,1
6,5,2023,11,3,387,0,1,1,3,3,0,3,1,0,3,85,61,1,2,0,2
16,15,2021,3,1,1223,0,2,1,7,5,4,0,3,3,2,52,30,0,2,0,0
14,23,2021,5,0,800,2,3,6,9,5,0,3,3,2,3,116,62,0,1,0,2
16,15,2019,7,1,120,0,1,2,2,4,3,2,0,0,0,108,59,0,0,0,1
14,23,2019,8,3,1115,1,3,4,8,0,1,2,3,0,3,102,67,1,0,0,1
30,23,2023,4,0,20,0,2,0,2,2,1,2,2,2,2,71,38,1,0,1,2
17,23,2023,4,4,632,0,5,1,10,0,0,0,0,2,0,103,19,0,0,1,0
8,20,2019,5,1,944,2,3,4,1,1,4,1,3,1,2,117,46,0,2,0,0
31,9,2022,2,5,674,0,5,3,6,3,3,1,0,2,2,78,44,0,1,0,0
6,16,2022,7,3,252,0,3,6,5,0,1,2,3,3,1,78,28,1,0,0,0
28,23,2023,10,0,9,0,3,4,6,5,1,1,2,1,2,58,67,1,1,0,2
26,2,2020,8,6,667,1,4,0,1,4,3,3,0,3,2,75,22,1,2,0,1
10,23,2019,8,4,1176,2,4,4,10,0,3,0,3,1,3,49,56,0,0,0,2
23,23,2019,2,1,380,2,4,0,5,2,0,1,3,2,1,100,59,0,0,1,2
20,23,2019,9,2,892,1,5,4,1,2,0,0,2,1,3,46,37,1,1,1,0
2,23,2022,11,2,67,0,5,2,10,0,3,1,3,3,1,120,22,0,0,1,3
14,23,2021,8,1,1253,2,2,4,0,5,3,1,2,2,0,114,30,0,0,1,3
3,23,2022,6,5,218,2,3,3,6,4,0,0,1,0,3,110,70,1,2,0,2
28,23,2022,4,5,1134,1,1,4,4,5,3,3,1,0,1,43,54,1,0,0,3
22,23,2021,1,0,887,0,5,1,1,3,1,1,1,2,3,47,39,0,2,1,3
28,23,2019,6,4,654,1,1,5,0,3,3,1,2,1,3,58,60,1,0,1,0
27,23,2022,11,3,504,1,5,2,9,5,2,1,3,1,1,45,54,0,0,0,0
16,15,2021,1,5,1197,1,1,6,10,3,0,3,1,2,0,80,19,0,0,1,1
2,23,2018,0,3,1027,2,2,2,5,5,3,2,2,2,0,118,56,1,0,0,2
26,3,2018,0,0,6,2,5,1,3,1,2,2,3,3,3,104,54,1,2,0,0
25,23,2019,2,1,636,0,4,6,0,2,1,1,0,3,0,67,55,1,0,1,3
0,26,2021,9,6,1037,0,3,1,0,3,1,3,0,0,0,84,48,0,0,0,3
13,14,2018,1,0,1029,0,5,5,6,1,0,2,2,3,3,82,24,1,2,0,1
20,23,2020,9,6,287,2,5,0,6,2,3,0,3,3,3,82,68,0,2,1,0
8,0,2020,10,5,1174,0,3,6,2,0,2,0,2,2,1,77,38,0,2,1,3
13,1,2020,0,2,630,2,4,1,5,3,4,0,2,2,0,117,64,1,1,0,2
26,3,2020,7,4,1111,0,5,4,3,2,2,2,0,3,2,37,23,0,2,0,0
0,26,2020,4,6,102,2,4,0,6,3,1,1,1,2,1,50,65,1,1,1,1
6,18,2019,11,5,314,1,4,5,5,0,4,2,1,1,3,117,51,0,0,1,1
11,23,2022,4,6,921,0,1,2,4,3,0,2,0,0,0,70,25,1,0,0,0
7,23,2023,10,3,1217,2,3,1,4,4,1,1,3,0,0,55,53,1,2,0,2
25,23,2019,9,4,655,1,1,5,2,5,4,3,1,3,2,93,60,0,1,0,1
3,23,2018,2,3,2,1,2,6,7,4,4,1,2,1,1,67,66,0,0,0,3
16,17,2019,2,6,1241,0,3,0,9,1,2,3,1,0,0,51,38,1,2,1,0
5,23,2021,0,6,971,2,1,6,5,2,1,0,3,2,1,97,69,1,2,0,0
7,23,2019,0,5,319,1,4,2,8,2,4,3,0,0,3,104,27,1,1,1,2
13,14,2023,7,4,967,2,4,0,4,4,0,3,3,1,2,46,39,0,1,1,0
12,23,2020,9,5,749,1,3,4,6,5,4,0,3,1,1,71,36,0,2,1,3
24,6,2022,8,5,951,1,1,0,10,2,1,3,1,0,3,59,35,0,0,1,3
24,6,2020,11,1,195,2,4,0,6,1,0,0,1,1,1,62,46,1,0,1,2
26,2,2021,7,5,68,0,2,0,2,4,3,2,1,3,3,45,64,1,0,0,3
26,2,2021,6,1,1179,0,3,5,1,0,3,1,0,2,2,81,65,0,2,1,0
17,23,2019,4,5,191,2,1,2,6,4,4,0,2,1,1,119,63,1,2,0,0
30,23,2019,4,3,507,2,4,6,5,2,3,3,1,3,2,74,38,0,1,1,0
21,23,2021,6,4,914,2,5,0,0,5,4,1,2,3,3,51,29,1,0,1,0
0,26,2020,3,0,938,1,1,0,0,0,4,0,3,0,2,82,18,0,2,0,1
25,23,2018,9,4,912,1,3,1,6,1,4,2,2,0,3,31,53,1,2,0,0
0,21,2022,8,2,885,2,4,5,2,2,1,0,1,1,2,88,18,1,2,1,0
10,23,2022,0,0,740,0,1,2,10,1,2,2,0,0,3,105,44,1,0,0,3
29,10,2022,4,3,239,2,2,4,3,0,2,2,0,1,2,62,59,1,0,0,0
13,1,2021,1,6,896,0,5,4,0,5,2,3,2,0,0,85,46,0,1,0,0
6,5,2019,4,6,550,2,5,2,5,0,3,3,0,2,2,101,48,0,1,1,3
12,23,2021,1,1,907,2,5,6,4,2,3,2,0,3,1,35,26,1,1,0,1
23,23,2018,4,1,1040,2,1,1,8,0,3,3,3,1,2,86,52,1,2,1,1
9,23,2018,6,5,433,2,5,5,8,4,1,1,0,1,0,52,29,1,1,1,3
25,23,2021,4,1,407,0,2,1,5,3,1,0,2,3,2,116,64,0,1,0,2
24,6,2018,4,4,342,1,2,3,10,4,1,3,3,3,1,77,36,0,1,1,2
12,23,2020,0,2,3,0,5,2,7,2,4,2,0,0,3,81,53,1,2,1,0
19,23,2022,8,2,859,1,2,6,8,1,3,1,2,1,3,69,52,1,2,1,3
21,23,2022,1,6,53,1,2,5,0,4,3,0,3,1,2,37,39,1,2,0,1
2,23,2022,4,3,455,1,4,3,1,0,2,1,1,3,1,31,30,0,2,1,1
17,23,2023,10,6,669,1,4,3,2,0,2,3,0,2,2,119,42,1,1,1,1
25,23,2018,1,6,445,2,3,2,5,0,0,0,3,0,3,120,47,1,0,1,2
30,23,2021,3,4,598,0,3,5,3,3,1,3,3,1,3,45,40,1,2,1,3
28,23,2018,2,0,961,1,2,1,6,2,1,3,2,3,2,76,28,0,1,1,0
29,25,2019,7,5,582,1,5,1,0,5,1,2,2,0,1,76,53,0,2,1,1
17,23,2021,0,2,697,2,4,3,6,5,3,0,3,0,2,65,61,1,1,0,0
7,23,2018,4,5,191,0,4,6,9,0,4,3,1,3,0,50,19,0,0,0,2
0,27,2020,6,6,610,2,4,5,7,3,2,1,2,3,1,94,39,0,1,0,2
13,12,2019,0,6,674,2,1,2,4,2,3,0,1,2,1,72,48,1,2,1,2
19,23,2021,2,3,757,0,4,3,0,3,2,1,0,1,2,39,39,1,2,0,3
30,23,2020,2,5,158,2,3,1,6,4,4,2,3,2,1,98,18,0,1,0,3
28,23,2018,1,1,639,0,5,4,8,4,3,1,1,2,0,53,18,0,1,1,0
30,23,2020,11,4,91,2,1,3,6,3,1,2,0,0,3,89,18,0,1,0,3
4,23,2018,9,3,1105,2,5,0,7,0,1,3,2,3,2,54,19,1,0,1,2
10,23,2022,4,0,791,1,1,5,9,1,3,0,2,3,2,84,50,0,2,1,1
30,23,2022,10,4,426,0,1,5,1,0,3,2,3,1,2,113,33,0,1,0,0
19,23,2018,1,6,1003,1,5,5,4,3,4,3,0,3,3,69,54,0,1,1,2
12,23,2020,11,6,992,2,2,0,2,4,3,3,0,3,2,70,34,0,0,0,0
26,3,2018,11,2,677,0,5,0,3,4,0,2,3,3,3,104,23,1,2,1,0
11,23,2019,1,0,229,2,1,4,2,3,1,0,1,2,0,86,66,0,1,1,3
0,26,2023,7,3,695,1,4,5,10,2,4,2,0,3,0,45,65,1,1,1,3
3,23,2018,11,4,1061,2,1,1,5,1,4,0,2,2,1,85,65,0,1,1,2
19,23,2019,8,6,1119,1,5,5,5,1,2,1,1,2,1,95,26,1,2,0,0
22,23,2021,6,5,618,0,3,5,7,0,3,3,2,1,2,56,30,0,1,0,2
14,23,2020,4,4,1157,2,3,4,5,5,0,2,2,3,0,73,20,1,1,0,3
